img,name,direct,geschlecht,id,href,ageGroup,lastnamefirst,federalState,party,job,office,socials
/blueprint/servlet/resource/image/864174/3x4/108/144/1ce6bb504775fa1476c96fa59256fae5/530FF55107E8040A8C94E2CA6E90DFC4/frohnmaier_markus_gross.jpg,Markus Frohnmaier,0,männlich,857304,/abgeordnete/biografien/F/frohnmaier_markus-857304,30 - 34 Jahre,"Frohnmaier, Markus",Baden-Württemberg,AfD,Pressesprecher,Deutscher Bundestag,[]
/blueprint/servlet/resource/image/864790/3x4/108/144/d8d56c65b6e571a69816efa4e71ba349/E9DB4E612C6912B672A653ED93A08CAB/skudelny_judith_gross.jpg,Judith Skudelny,0,weiblich,858020,/abgeordnete/biografien/S/skudelny_judith-858020,45 - 49 Jahre,"Skudelny, Judith",Baden-Württemberg,FDP,Rechtsanwältin,Deutscher Bundestag,"[{'Homepage': 'https://www.judith-skudelny.de/'}, {'Facebook': 'https://www.facebook.com/judith.skudelny'}]"
/blueprint/servlet/resource/image/864108/3x4/108/144/8a188b5e63afef1713a51c595397b6b1/025A23A0B581C7D57E46ECD068892C9F/grosse_broemer_michael_gross.jpg,Michael Grosse-Brömer,0,männlich,857344,/abgeordnete/biografien/G/grosse_broemer_michael-857344,60 - 64 Jahre,"Grosse-Brömer, Michael",Niedersachsen,CDU/CSU,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'http://www.m-grosse-broemer.de'}, {'Facebook': 'https://www.facebook.com/MGrosseBroemer/'}, {'X': 'https://twitter.com/mgrossebroemer'}, {'Instagram': 'https://instagram.com/michaelgrossebroemer'}]"
/blueprint/servlet/resource/image/862388/3x4/108/144/aa31e8e1ea98d37015d3e3c1beeb1bf4/1C8CCC9E7B9FFD2C816A02EC6BA1C6C9/schonberger_marlene.jpg,Marlene Schönberger,0,weiblich,860342,/abgeordnete/biografien/S/schoenberger_marlene-860342,30 - 34 Jahre,"Schönberger, Marlene",Bayern,Bündnis 90/Die Grünen,Politikwissenschaftlerin (M. A.),Deutscher Bundestag,"[{'Homepage': 'https://www.marlene-schoenberger.de/'}, {'Facebook': 'https://www.facebook.com/SchoenbergerMarlene/'}, {'X': 'https://twitter.com/lime_green_leni'}, {'Instagram': 'https://www.instagram.com/lime_green_leni/'}]"
/blueprint/servlet/resource/image/864936/3x4/108/144/f37b09ee407655a4f7054b0dfb8abace/F9B361EE73F01750EC9FE36852F77765/nietan_dietmar_bild.jpg,Dietmar Nietan,0,männlich,857810,/abgeordnete/biografien/N/nietan_dietmar-857810,55 - 59 Jahre,"Nietan, Dietmar",Nordrhein-Westfalen,SPD,Angestellter,Deutscher Bundestag,"[{'Homepage': 'http://www.dietmar-nietan.de/'}, {'Facebook': 'https://www.facebook.com/DietmarNietan/'}, {'Instagram': 'http://www.instagram.com/dietmar_nietan/'}]"
/blueprint/servlet/resource/image/864122/3x4/108/144/bfe0b13e55f36eba3474cfb63090676a/5CEB141423745118655E8C8C0E17D111/gauland_alexander_gross.jpg,Dr. Alexander Gauland,0,männlich,857328,/abgeordnete/biografien/G/gauland_alexander-857328,70 und älter,"Gauland, Dr. Alexander",Brandenburg,AfD,Publizist,Deutscher Bundestag,[]
/blueprint/servlet/resource/image/864768/3x4/108/144/9d0aa30c08531ea8fbf427ffe2c7876a/6D77CC4BB7FB3B641DCE160C6631F8DA/stark_watzinger_bettina_gross.jpg,Bettina Stark-Watzinger,0,weiblich,858076,/abgeordnete/biografien/S/stark_watzinger_bettina-858076,55 - 59 Jahre,"Stark-Watzinger, Bettina",Hessen,FDP,Diplom-Volkswirtin,Deutscher Bundestag,"[{'Homepage': 'http://stark-watzinger.de/'}, {'Facebook': 'https://www.facebook.com/bettina.starkwa/'}, {'X': 'https://twitter.com/starkwatzinger'}, {'Instagram': 'https://www.instagram.com/bettina.starkwatzinger/?hl=de'}, {'LinkedIn': 'https://linkedin.com/in/bettina-stark-watzinger-7a341958'}]"
/blueprint/servlet/resource/image/864106/3x4/108/144/88177197781703b89842ed9284f8cc38/72EBFBD3F9F2DE7CD9CB6B06A8D314D6/gruebel_markus_gross.jpg,Markus Grübel,1,männlich,857360,/abgeordnete/biografien/G/gruebel_markus-857360,60 - 64 Jahre,"Grübel, Markus",Baden-Württemberg,CDU/CSU,Notar,Deutscher Bundestag,"[{'Homepage': 'http://www.markus-gruebel.de'}, {'Facebook': 'https://www.facebook.com/MarkusGruebelMdB'}, {'X': 'https://twitter.com/GruebelMdB'}, {'Instagram': 'https://www.instagram.com/markus.gruebel'}]"
/blueprint/servlet/resource/image/862378/3x4/108/144/b1e5fd898811a29e4f1c56443b9df40/D65DF413482AB8537E8EE6A8E109AC37/schroder_christina-johanne.jpg,Christina-Johanne Schröder,0,weiblich,860816,/abgeordnete/biografien/S/schroeder_christina-860816,40 - 44 Jahre,"Schröder, Christina-Johanne",Niedersachsen,Bündnis 90/Die Grünen,Politikreferentin,Deutscher Bundestag,"[{'Homepage': 'https://www.christina-johanne-schroeder.de/'}, {'X': 'https://twitter.com/cj_schroeder'}, {'Instagram': 'https://www.instagram.com/cijay_schroeder/'}]"
/blueprint/servlet/resource/image/863084/3x4/108/144/56247f2c7d33059d333bd0f3f4999aff/28A2A9E5044CAD04100ED9BF856EAB8B/nuernberger_joerg_bild.jpg,Jörg Nürnberger,0,männlich,860288,/abgeordnete/biografien/N/nuernberger_joerg-860288,55 - 59 Jahre,"Nürnberger, Jörg",Bayern,SPD,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'https://joerg-nuernberger.de/'}, {'Instagram': 'https://www.instagram.com/joergnuernberger/?hl=de'}, {'Facebook': 'https://www.facebook.com/joerg.nuernberger.spd'}, {'X': 'https://twitter.com/joergnurnberger'}]"
/blueprint/servlet/resource/image/864126/3x4/108/144/9c2746e022617fa61f18c53cda5581d1/224EBAE31AE6EA495DC69E5615526708/glaser_albrecht_gross.jpg,Albrecht Glaser,0,männlich,857350,/abgeordnete/biografien/G/glaser_albrecht-857350,70 und älter,"Glaser, Albrecht",Hessen,AfD,Jurist,Deutscher Bundestag,"[{'Homepage': 'http://www.albrecht-glaser.de'}, {'Instagram': 'https://www.instagram.com/albrecht.glaser/'}, {'Facebook': 'http://www.facebook.com/AlbrechtGlaser'}]"
/blueprint/servlet/resource/image/862994/3x4/108/144/186772da8ac4fb652e8f785c9fefb5ea/16DBD6AB9B3D86680F34ED18E5250A57/stockmeier_konrad.jpg,Konrad Stockmeier,0,männlich,861292,/abgeordnete/biografien/S/stockmeier_konrad-861292,45 - 49 Jahre,"Stockmeier, Konrad",Baden-Württemberg,FDP,Marktforscher,Deutscher Bundestag,"[{'Homepage': 'https://www.konradstockmeier.de'}, {'Instagram': 'https://www.instagram.com/konradstockmeier/'}, {'Facebook': 'https://www.facebook.com/KonradStockmeierFDP/'}, {'LinkedIn': 'https://de.linkedin.com/in/konrad-stockmeier-2384372a'}]"
/blueprint/servlet/resource/image/864144/3x4/108/144/2f6a529d9e42af55a5aadc38c0721577/85B6416579B7D73EA0199D3313C95A0A/gruetters_monika_bild.jpg,Prof. Monika Grütters,1,weiblich,857378,/abgeordnete/biografien/G/gruetters_monika-857378,60 - 64 Jahre,"Grütters, Prof. Monika",Berlin,CDU/CSU,Literatur- und Kunsthistorikerin,Deutscher Bundestag,"[{'Homepage': 'http://www.monika-gruetters.de'}, {'Facebook': 'https://www.facebook.com/MonikaGruetters/'}]"
/blueprint/servlet/resource/image/864708/3x4/108/144/b06f7c360aa62f85ca997ef11db07eb8/05CF9741C197627EAF820421CEB224D7/schulz-asche_kordula_gross.jpg,Kordula Schulz-Asche,0,weiblich,858004,/abgeordnete/biografien/S/schulz-asche_kordula-858004,65 - 69 Jahre,"Schulz-Asche, Kordula",Hessen,Bündnis 90/Die Grünen,Kommunikationswissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'https://schulz-asche.de/'}, {'Facebook': 'https://www.facebook.com/SchulzAsche/'}, {'X': 'https://twitter.com/k_sa'}, {'Instagram': 'https://www.instagram.com/schulzasche/'}]"
/blueprint/servlet/resource/image/869988/3x4/108/144/891161dae7fba1549895048e03711142/86C71168F623EB3440DB0D08CDEFD693/oehl_jan_bild.jpg,Lennard Oehl,1,männlich,861610,/abgeordnete/biografien/O/oehl_lennard-861610,30 - 34 Jahre,"Oehl, Lennard",Hessen,SPD,Volkswirt,Deutscher Bundestag,"[{'Homepage': 'http://www.lennard-oehl.de'}, {'X': 'https://www.twitter.com/lennardoehl'}]"
/blueprint/servlet/resource/image/866440/3x4/108/144/87c23a7672cac4b065ae73d0621e9c50/340E0CF5D28A6C7F22979A52CEE6D789/gnauck_hannes.jpg,Hannes Gnauck,0,männlich,860536,/abgeordnete/biografien/G/gnauck_hannes-860536,30 - 34 Jahre,"Gnauck, Hannes",Brandenburg,AfD,Soldat auf Zeit,Deutscher Bundestag,"[{'Homepage': 'https://afd-um.de/'}, {'Facebook': 'https://www.facebook.com/pages/category/Politician/Hannes-Gnauck-AfD-559704501209297/'}, {'X': 'https://twitter.com/Hannes_Gnauck'}, {'Instagram': 'https://www.instagram.com/hannesgnauck/?hl=de'}]"
/blueprint/servlet/resource/image/864796/3x4/108/144/61f8a9bbb895b999664257c031a6379/724E17A3816061019A217EF81601F405/strack_zimmermann_marie_gross.jpg,Dr. Marie-Agnes Strack-Zimmermann,0,weiblich,858040,/abgeordnete/biografien/S/strack_zimmermann_marie-858040,65 - 69 Jahre,"Strack-Zimmermann, Dr. Marie-Agnes",Nordrhein-Westfalen,FDP,Publizistin (M.A.),Deutscher Bundestag,"[{'Homepage': 'https://www.strackzimmermann.de/'}, {'Facebook': 'https://www.facebook.com/mastrackzimmermann'}, {'X': 'https://twitter.com/MAStrackZi'}, {'Instagram': 'https://www.instagram.com/strackzimmermann/'}, {'LinkedIn': 'http://de.linkedin.com/in/strack-zimmermann'}, {'YouTube': 'http://www.youtube.com/c/MarieAgnesStrackZimmermannFDP'}]"
/blueprint/servlet/resource/image/864104/3x4/108/144/cf584801d98f7044de6f1be9c0b71b05/18F63023DC0935551A26992A0BC2BF0E/grund_manfred_gross.jpg,Manfred Grund,1,männlich,857366,/abgeordnete/biografien/G/grund_manfred-857366,65 - 69 Jahre,"Grund, Manfred",Thüringen,CDU/CSU,Diplom-Elektroingenieur,Deutscher Bundestag,"[{'Homepage': 'http://www.manfredgrund.de'}, {'Facebook': 'http://www.facebook.com/manfredgrund'}, {'Instagram': 'https://www.instagram.com/manfred_grund/'}, {'Youtube': 'https://www.youtube.com/c/ManfredGrundMdB'}]"
/blueprint/servlet/resource/image/867480/3x4/108/144/4a1ab7606158fee94e1e193c4cab2fc9/D5022CC62405D194DA3A1A736E393665/sekmen_melis_bild.jpg,Melis Sekmen,0,weiblich,860156,/abgeordnete/biografien/S/sekmen_melis-860156,30 - 34 Jahre,"Sekmen, Melis",Baden-Württemberg,Bündnis 90/Die Grünen,Studentin der Volkswirtschaftslehre,Deutscher Bundestag,"[{'Homepage': 'https://melis-sekmen.de/'}, {'Facebook': 'https://www.facebook.com/melisfuermannheim'}, {'Instagram': 'https://www.instagram.com/melis_sekmen/'}, {'X': 'https://twitter.com/Melis_S'}, {'Linkedin': 'https://de.linkedin.com/in/melis-sekmen-315a17164'}]"
/blueprint/servlet/resource/image/864840/3x4/108/144/315c2ee80c7773fd3c4521c6860bdcab/0BD9A87F404F6A595134FAE6F5C9A48B/oezdemir_mahmut_gross.jpg,Mahmut Özdemir,1,männlich,857826,/abgeordnete/biografien/O/oezdemir_mahmut-857826,35 - 39 Jahre,"Özdemir (Duisburg), Mahmut",Nordrhein-Westfalen,SPD,,Deutscher Bundestag,"[{'Homepage': 'https://www.oezdemir-fuer-duisburg.de/'}, {'Facebook': 'https://www.facebook.com/oezdemir.spd/'}, {'X': 'https://twitter.com/oezdemir_spd'}, {'Instagram': 'https://www.instagram.com/oezdemir.fuer.duisburg/'}]"
/blueprint/servlet/resource/image/864128/3x4/108/144/a097d2cd9ed0de73f8e26aaac5326ac1/B2D7D5FF0E4EF7C9C729E27B5725E2D6/gottschalk_kay_gross.jpg,Kay Gottschalk,0,männlich,857332,/abgeordnete/biografien/G/gottschalk_kay-857332,55 - 59 Jahre,"Gottschalk, Kay",Nordrhein-Westfalen,AfD,Diplom-Kaufmann,Deutscher Bundestag,"[{'Homepage': 'https://afd-gottschalk.de/'}, {'Facebook': 'https://www.facebook.com/KayGottschalkAfD/?ref=bookmarks'}, {'Instagram': 'https://www.instagram.com/kay.gottschalk.mdb.111/'}]"
/blueprint/servlet/resource/image/864776/3x4/108/144/90e77e13708b18768669e9538f94d316/8DA0E0AAA4A49628C4D47F61AA95E7D8/strasser_benjamin_gross.jpg,Benjamin Strasser,0,männlich,858068,/abgeordnete/biografien/S/strasser_benjamin-858068,35 - 39 Jahre,"Strasser, Benjamin",Baden-Württemberg,FDP,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'https://www.benjamin-strasser.de/'}, {'Facebook': 'https://www.facebook.com/strasser.fdp'}, {'X': 'https://twitter.com/bstrasser'}, {'Instagram': 'https://www.instagram.com/bstrasser/'}, {'Youtube': 'https://www.youtube.com/channel/UCljyb8eqt_obrYszd1SGLIA'}]"
/blueprint/servlet/resource/image/864102/3x4/108/144/417b832148fce6892a017e2753627799/92E5A9DACAB1CE9EC81B1C4C2E7B6DB2/grundmann_oliver_gross.jpg,Oliver Grundmann,1,männlich,857356,/abgeordnete/biografien/G/grundmann_oliver-857356,50 - 54 Jahre,"Grundmann, Oliver",Niedersachsen,CDU/CSU,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'http://www.olivergrundmann.de'}, {'Facebook': 'http://www.facebook.com/mdb.olivergrundmann'}, {'Instagram': 'https://www.instagram.com/mdb.oliver.grundmann/'}]"
/blueprint/servlet/resource/image/862396/3x4/108/144/b4e1b8035e856bee377daa8f16200c6c/8C0A0C188F7BA08ED8C588D6039D7A08/slawik_nyke.jpg,Nyke Slawik,0,weiblich,860910,/abgeordnete/biografien/S/slawik_nyke-860910,30 - 34 Jahre,"Slawik, Nyke",Nordrhein-Westfalen,Bündnis 90/Die Grünen,Wissenschaftliche Mitarbeiterin,Deutscher Bundestag,"[{'Homepage': 'https://nyke-slawik.de'}, {'X': 'https://twitter.com/nyke_slawik'}, {'Instagram': 'https://www.instagram.com/nyketomato/'}, {'Facebook': 'https://www.facebook.com/nykeslawik/'}]"
/blueprint/servlet/resource/image/864842/3x4/108/144/d3c16e944d9ca5339bb6af918fcbb0f/91AF1A8213B4E0743A8C5E605F3CFE42/oezoguz_aydan_gross.jpg,Aydan Özoğuz,1,weiblich,857820,/abgeordnete/biografien/O/oezoguz_aydan-857820,55 - 59 Jahre,"Özoğuz, Aydan",Hamburg,SPD,Philologin,Deutscher Bundestag,"[{'Homepage': 'http://oezoguz.de/'}, {'Facebook': 'https://www.facebook.com/AydanOezoguz'}, {'X': 'https://twitter.com/oezoguz'}]"
/blueprint/servlet/resource/image/864342/3x4/108/144/7f0d768a3c6ff3315fc67f96c1a03548/0B40A18D396C3609AFA7106EA42FD93D/harder_kuehnel_mariana_gross.jpg,Mariana Iris Harder-Kühnel,0,weiblich,857390,/abgeordnete/biografien/H/harder_kuehnel_mariana-857390,45 - 49 Jahre,"Harder-Kühnel, Mariana Iris",Hessen,AfD,Rechtsanwältin,Deutscher Bundestag,"[{'Homepage': 'http://www.mariana-harder-kuehnel.de'}, {'Facebook': 'https://www.facebook.com/M.Harder.Kuehnel/'}, {'X': 'https://twitter.com/M_HarderKuehnel'}]"
/blueprint/servlet/resource/image/864886/3x4/108/144/5c47e2ac458d880361f603405a9d1d37/526875B2B2F961580E9F5A4C37B01933/teuteberg_linda_gross.jpg,Linda Teuteberg,0,weiblich,858100,/abgeordnete/biografien/T/teuteberg_linda-858100,40 - 44 Jahre,"Teuteberg, Linda",Brandenburg,FDP,Rechtsanwältin,Deutscher Bundestag,"[{'Facebook': 'https://www.facebook.com/teuteberg.linda/'}, {'X': 'https://twitter.com/LindaTeuteberg'}, {'Instagram': 'https://www.instagram.com/lindateuteberg/?hl=de'}]"
/blueprint/servlet/resource/image/862556/3x4/108/144/163025b1acdb3b79c9ebca2a01734d22/1A8E45B04AEA4F123F67424497E6879C/guler_serap.jpg,Serap Güler,0,weiblich,860942,/abgeordnete/biografien/G/gueler_serap-860942,40 - 44 Jahre,"Güler, Serap",Nordrhein-Westfalen,CDU/CSU,Beamtin,Deutscher Bundestag,"[{'Homepage': 'https://www.serapgueler.de/'}, {'X': 'https://twitter.com/SerapGueler'}, {'Instagram': 'https://www.instagram.com/sgueler/?hl=de'}, {'Facebook': 'https://de-de.facebook.com/serap.guler.921'}]"
/blueprint/servlet/resource/image/866398/3x4/108/144/9109f0cc9366c39f64142c02f4f614aa/3B4003A33F51E2F7ECA7C30673628551/spallek_anne.jpg,Dr. Anne Monika Spallek,0,weiblich,860938,/abgeordnete/biografien/S/spallek_anne-860938,55 - 59 Jahre,"Spallek, Dr. Anne Monika",Nordrhein-Westfalen,Bündnis 90/Die Grünen,Unternehmensberaterin/ Leiterin eines Pferdebetriebes,Deutscher Bundestag,"[{'Homepage': 'http://www.annemonikaspallek.de'}, {'Facebook': 'https://facebook.com/annemonikaspallek'}, {'X': 'https://twitter.com/AnneSpallek'}, {'LinkedIn': 'http://www.linkedin.com/in/anne-monika-spallek-569109179'}, {'Instagram': 'https://www.instagram.com/aspallek/'}]"
/blueprint/servlet/resource/image/864844/3x4/108/144/9140377ecf5e65a3040a8114cf37b520/79BD6B696F2614AF645160B53A55265D/ortleb_josephine_gross.jpg,Josephine Ortleb,1,weiblich,857828,/abgeordnete/biografien/O/ortleb_josephine-857828,35 - 39 Jahre,"Ortleb, Josephine",Saarland,SPD,Fachwirtin im Gastgewerbe,Deutscher Bundestag,"[{'Homepage': 'http://josephine-ortleb.de/'}, {'Facebook': 'https://www.facebook.com/josephine.ortleb'}, {'X': 'https://twitter.com/josephineortleb'}, {'Instagram': 'https://www.instagram.com/josephineortleb'}]"
/blueprint/servlet/resource/image/864356/3x4/108/144/38579823e4f62d8e71bb8aff2ea5f3b4/6C51F6CEEA2DAD86B692B2A0F9E4BE9E/haug_jochen_gross.jpg,Jochen Haug,0,männlich,857388,/abgeordnete/biografien/H/haug_jochen-857388,50 - 54 Jahre,"Haug, Jochen",Nordrhein-Westfalen,AfD,Rechtsanwalt,Deutscher Bundestag,"[{'Facebook': 'https://www.facebook.com/JochenHaugAfD'}, {'X': 'https://www.facebook.com/Jochen_Haug'}]"
/blueprint/servlet/resource/image/862432/3x4/108/144/3174376960c9a8a7896e11f59404113/6329E48713F4E233E82CE754CC6E71E1/teutrine_jens.jpg,Jens Teutrine,0,männlich,861326,/abgeordnete/biografien/T/teutrine_jens-861326,30 - 34 Jahre,"Teutrine, Jens",Nordrhein-Westfalen,FDP,Student,Deutscher Bundestag,"[{'Homepage': 'http://www.jensteutrine.de'}, {'Facebook': 'https://www.facebook.com/jensteutrine'}, {'X': 'https://twitter.com/jensteutrine'}, {'Instagram': 'https://www.instagram.com/jensteutrine/'}]"
/blueprint/servlet/resource/image/864100/3x4/108/144/3e60a5100eb523a31d1d5ee231fc2d2b/6A8E8E801CFD6B5AE0D72BAA1CBF1AD7/guentzler_fritz_gross.jpg,Fritz Güntzler,0,männlich,857354,/abgeordnete/biografien/G/guentzler_fritz-857354,55 - 59 Jahre,"Güntzler, Fritz",Niedersachsen,CDU/CSU,"Wirtschaftsprüfer, Steuerberater",Deutscher Bundestag,"[{'Homepage': 'http://www.fritz-guentzler.de'}, {'Facebook': 'https://facebook.com/fguentzler'}, {'X': 'https://twitter.com/fguentzler'}, {'LinkedIn': 'https://de.linkedin.com/in/fritz-güntzler-mdb-b08901101'}, {'Instagram': 'ttps://www.instagram.com/fguentzler'}]"
/blueprint/servlet/resource/image/865944/3x4/108/144/53f25b37580e1e6866c69f5a5de4e297/F67A3B1B334B81C2F4BC72C896C08731/spellerberg_merle.jpg,Merle Spellerberg,0,weiblich,861260,/abgeordnete/biografien/S/spellerberg_merle-861260,25 - 29 Jahre,"Spellerberg, Merle",Sachsen,Bündnis 90/Die Grünen,Studentin,Deutscher Bundestag,"[{'Homepage': 'https://merlespellerberg.de/'}, {'X': 'https://twitter.com/spellerberg_m'}, {'Instagram': 'https://www.instagram.com/merle_spellerberg/'}, {'Facebook': 'https://www.facebook.com/spellerberg.merle'}]"
/blueprint/servlet/resource/image/869654/3x4/108/144/f568d509ecdf6e9d11ba87168909ebc6/1A35CED5A062DEF65B8F9851DB6C5981/pantazis_christos_bild.jpg,Dr. Christos Pantazis,1,männlich,860892,/abgeordnete/biografien/P/pantazis_christos-860892,45 - 49 Jahre,"Pantazis, Dr. Christos",Niedersachsen,SPD,Arzt,Deutscher Bundestag,"[{'Homepage': 'http://www.christos-pantazis.de'}, {'Facebook': 'https://www.facebook.com/dr.c.pantazis'}, {'X': 'https://twitter.com/Dr_Pantazis'}, {'Instagram': 'https://www.instagram.com/dr.christos.pantazis'}, {'Youtube': 'https://www.youtube.com/c/DrChristosPantazis'}]"
/blueprint/servlet/resource/image/863918/3x4/108/144/5945bd10e00639eb37d057a80a450d95/223298E164C1399DD3CBF3B82E660A03/hess_martin.jpg,Martin Hess,0,männlich,857490,/abgeordnete/biografien/H/hess_martin-857490,50 - 54 Jahre,"Hess, Martin",Baden-Württemberg,AfD,Polizeibeamter,Deutscher Bundestag,"[{'Homepage': 'https://www.martin-hess-klartext.de'}, {'Facebook': 'https://www.facebook.com/MartinHessMdB'}, {'X': 'https://twitter.com/Martin_Hess_MdB'}, {'TikTok': 'https://tiktok.com/@martin_hess_klartext'}, {'Youtube': 'https://www.youtube.com/@MartinHessMdB/'}]"
/blueprint/servlet/resource/image/864888/3x4/108/144/31ad6e6559afd0c45eac20622e1145db/F91F643D2D635995B4593408C9F7E58D/theurer_michael_gross.jpg,Michael Theurer,0,männlich,858104,/abgeordnete/biografien/T/theurer_michael-858104,55 - 59 Jahre,"Theurer, Michael",Baden-Württemberg,FDP,Diplom-Volkswirt,Deutscher Bundestag,"[{'Homepage': 'http://www.michaeltheurer.eu/'}, {'Facebook': 'https://www.facebook.com/michael.theurer'}, {'X': 'https://twitter.com/eutheurer'}, {'Instagram': 'https://www.instagram.com/michael_theurer/'}]"
/blueprint/servlet/resource/image/864098/3x4/108/144/ed10225c36e0efb6157b78b705df0608/08EE701E8C66F501D0A716F961A7942B/gutting_olav_gross.jpg,Olav Gutting,1,männlich,857342,/abgeordnete/biografien/G/gutting_olav-857342,50 - 54 Jahre,"Gutting, Olav",Baden-Württemberg,CDU/CSU,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'http://www.olav-gutting.de/'}, {'Facebook': 'https://www.facebook.com/olav.gutting'}, {'X': 'https://twitter.com/olavgutting'}, {'Instagram': 'https://www.instagram.com/olavgutting'}]"
/blueprint/servlet/resource/image/862406/3x4/108/144/fb304c0b430694effd697771af157367/674B24AA3691C43AC395123491D88911/stahr_nina.jpg,Nina Stahr,0,weiblich,860498,/abgeordnete/biografien/S/stahr_nina-860498,40 - 44 Jahre,"Stahr, Nina",Berlin,Bündnis 90/Die Grünen,Lehrerin,not found,[]
/blueprint/servlet/resource/image/862600/3x4/108/144/4c1b32137569e57619e2b2e2d1ce0e2c/CAD3BFFC5A3C9DC93B525CEF4EDAC862/papenbrock_wiebke.jpg,Wiebke Papenbrock,1,weiblich,860488,/abgeordnete/biografien/P/papenbrock_wiebke-860488,40 - 44 Jahre,"Papenbrock, Wiebke",Brandenburg,SPD,Referentin,Deutscher Bundestag,"[{'Homepage': 'https://www.wiebke-papenbrock.de'}, {'Instagram': 'https://www.instagram.com/wiebkepapenbrock/'}, {'Facebook': 'https://www.facebook.com/papenbrock.spd'}]"
/blueprint/servlet/resource/image/864300/3x4/108/144/a5fabdb9534a5ce07db8003f77eeb777/5AFDBE1C509F9CD5590B125537A94029/hilse_karsten_gross.png,Karsten Hilse,1,männlich,857458,/abgeordnete/biografien/H/hilse_karsten-857458,55 - 59 Jahre,"Hilse, Karsten",Sachsen,AfD,Polizeibeamter,Deutscher Bundestag,"[{'Facebook': 'https://www.facebook.com/pg/Karsten.Hilse.Politiker/about/?ref=page_internal'}, {'X': 'https://twitter.com/Karsten_Hilse'}]"
/blueprint/servlet/resource/image/864894/3x4/108/144/58a2af291a80758d70d7106e9fbc02b9/A02F8D8FAE5182486815D14EFE5DDC8A/thomae_stephan_gross.jpg,Stephan Thomae,0,männlich,858080,/abgeordnete/biografien/T/thomae_stephan-858080,55 - 59 Jahre,"Thomae, Stephan",Bayern,FDP,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'https://stephan-thomae.de/'}, {'Facebook': 'https://www.facebook.com/stephanthomaefdp'}, {'X': 'https://twitter.com/stephanthomae?lang=de'}, {'Instagram': 'https://www.instagram.com/stephanthomae/'}, {'LinkedIn': 'https://www.linkedin.com/in/stephan-thomae-a54608a8/'}]"
/blueprint/servlet/resource/image/864346/3x4/108/144/d2ca75a104770e22955ef97dd9c7c26e/920C100E10842945EBE127F8D27556B5/haase_christian_bild.jpg,Christian Haase,1,männlich,857456,/abgeordnete/biografien/H/haase_christian-857456,55 - 59 Jahre,"Haase, Christian",Nordrhein-Westfalen,CDU/CSU,Diplom-Verwaltungswirt,Deutscher Bundestag,"[{'Homepage': 'http://www.haase-christian.de/'}, {'Facebook': 'https://www.facebook.com/haasechristian.de/'}, {'X': 'https://twitter.com/ChristianHaase6'}]"
/blueprint/servlet/resource/image/862408/3x4/108/144/9a1be46e457cfb7ee32c89247ea4123c/FE65A4E0DC393B778E1F0C059B1AB02D/steffen_till.jpg,Dr. Till Steffen,1,männlich,860702,/abgeordnete/biografien/S/steffen_till-860702,50 - 54 Jahre,"Steffen, Dr. Till",Hamburg,Bündnis 90/Die Grünen,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'https://www.tillsteffen.de'}, {'X': 'https://twitter.com/till_steffen'}, {'Instagram': 'https://www.instagram.com/till_steffen/'}]"
/blueprint/servlet/resource/image/865964/3x4/108/144/fd1f93cdecbdd309ec43e82e6a42ce1a/ADE39BA344B8B78C210EC25AD9429E9A/papendieck_mathias.jpg,Mathias Papendieck,1,männlich,860472,/abgeordnete/biografien/P/papendieck_mathias-860472,40 - 44 Jahre,"Papendieck, Mathias",Brandenburg,SPD,Informatiker,Deutscher Bundestag,"[{'Homepage': 'http://www.Mathias-Papendieck.de'}, {'Facebook': 'https://www.facebook.com/MathiasPapendieck'}, {'X': 'https://twitter.com/m_papendieck?lang=de'}, {'Instagram': 'https://www.instagram.com/mathiaspapendieck/'}]"
/blueprint/servlet/resource/image/864308/3x4/108/144/4d8addf979cca712aba581eaba21c3b7/F4110B7AA630F61FA07B2EBB0C411C1D/hoechst_nicole_bild.jpg,Nicole Höchst,0,weiblich,857424,/abgeordnete/biografien/H/hoechst_nicole-857424,50 - 54 Jahre,"Höchst, Nicole",Rheinland-Pfalz,AfD,Regierungsschuldirektorin,Deutscher Bundestag,"[{'Homepage': 'https://nicole-hoechst.de'}, {'Facebook': 'https://www.facebook.com/hoechstmdb'}, {'X': 'https://twitter.com/Nicole_Hoechst'}, {'Instagram': 'https://instagram.com/hoechstnicole'}, {'Telegram': 'http://t.me/nicolehoechstmdb'}]"
